YYYY,MM,DD,HR,Temperature,Humidity,Precipitation,Pressure,Windspeed
2018,5,21,15,17.76,7.69,0,100.03,3.78
2018,5,21,16,17.33,7.75,0,100.05,3.34
2018,5,21,17,16.61,7.87,0,100.08,2.83
2018,5,21,18,15.53,8.06,0,100.12,2.5
2018,5,21,19,13.75,8.24,0,100.17,2.59
2018,5,21,20,11.93,7.63,0.01,100.23,3.89
2018,5,21,21,10.73,7.02,0,100.3,6.56
2018,5,21,22,8.8,6.29,0,100.39,8.05
2018,5,21,23,7.49,5.74,0,100.44,8.22
2018,5,22,0,6.99,5.62,0.01,100.46,7.53
2018,5,22,1,6.82,5.62,0.01,100.48,7.22
2018,5,22,2,6.72,5.62,0.01,100.51,7.13
2018,5,22,3,6.66,5.62,0.01,100.54,7.19
2018,5,22,4,6.66,5.62,0.01,100.57,7.16
2018,5,22,5,7.05,5.62,0.01,100.61,7.54
2018,5,22,6,7.66,5.68,0.01,100.63,7.9
2018,5,22,7,8.44,5.8,0.02,100.65,7.87
2018,5,22,8,9.05,5.92,0.02,100.67,7.46
2018,5,22,9,9.48,5.98,0.02,100.69,7.03
2018,5,22,10,9.9,6.1,0.02,100.69,6.57
2018,5,22,11,10.32,6.29,0.02,100.7,6.09
2018,5,22,12,10.65,6.41,0.03,100.72,5.71
2018,5,22,13,10.87,6.47,0.02,100.74,5.37
2018,5,22,14,10.94,6.53,0.02,100.75,5.09
2018,5,22,15,10.77,6.53,0.02,100.71,5.03
2018,5,22,16,10.46,6.53,0.03,100.7,4.82
2018,5,22,17,10.08,6.53,0.05,100.73,4.28
2018,5,22,18,9.66,6.53,0.03,100.76,3.97
2018,5,22,19,9.26,6.59,0.02,100.8,3.66
2018,5,22,20,8.85,6.53,0.01,100.83,3.28
2018,5,22,21,8.5,6.53,0.02,100.85,2.95
2018,5,22,22,8.24,6.53,0.03,100.86,2.7
2018,5,22,23,8.06,6.47,0.04,100.88,2.47
2018,5,23,0,7.99,6.47,0.04,100.88,2.27
2018,5,23,1,8.04,6.47,0.04,100.9,2.07
2018,5,23,2,8.05,6.47,0.04,100.91,1.92
2018,5,23,3,8.03,6.41,0.03,100.92,2.02
2018,5,23,4,8.03,6.41,0.02,100.94,2.33
2018,5,23,5,8.19,6.35,0.02,100.96,2.74
2018,5,23,6,8.42,6.35,0.02,100.99,2.77
2018,5,23,7,8.83,6.35,0.03,101.02,2.73
2018,5,23,8,9.32,6.41,0.04,101.06,2.61
2018,5,23,9,9.64,6.47,0.03,101.11,2.52
2018,5,23,10,10.26,6.53,0.02,101.13,2.38
2018,5,23,11,10.78,6.65,0.01,101.13,2.27
2018,5,23,12,11.55,6.84,0.01,101.13,2.17
2018,5,23,13,12.33,7.02,0,101.11,2.2
2018,5,23,14,13.13,7.2,0,101.07,2.39
2018,5,23,15,13.39,7.32,0,101.03,2.62
2018,5,23,16,13.15,7.26,0,101,2.88
2018,5,23,17,12.44,7.14,0,100.99,3.17
2018,5,23,18,11.2,6.96,0,101,3.54
2018,5,23,19,9.43,6.65,0,101.03,3.75
2018,5,23,20,7.94,6.35,0.02,101.07,3.5
2018,5,23,21,7.46,6.16,0.03,101.08,3.39
2018,5,23,22,7.23,6.04,0.04,101.07,2.98
2018,5,23,23,7.08,5.98,0.04,101.06,2.55
2018,5,24,0,7.01,5.98,0.04,101.05,2.14
2018,5,24,1,6.93,5.92,0.03,101.03,1.77
2018,5,24,2,6.84,5.92,0.02,101.03,1.57
2018,5,24,3,6.67,5.86,0.03,101.01,1.59
2018,5,24,4,6.59,5.8,0.03,101,1.77
2018,5,24,5,6.63,5.8,0.04,100.99,1.85
2018,5,24,6,6.76,5.8,0.04,100.99,1.75
2018,5,24,7,7.06,5.92,0.03,100.99,1.65
2018,5,24,8,7.55,6.04,0.03,100.99,1.61
2018,5,24,9,8.08,6.23,0.03,100.97,1.72
2018,5,24,10,8.74,6.41,0.03,100.95,1.97
2018,5,24,11,9.55,6.65,0.02,100.92,2.17
2018,5,24,12,10.44,7.02,0.02,100.89,2.36
2018,5,24,13,11.44,7.32,0.02,100.87,2.55
2018,5,24,14,12.15,7.57,0.02,100.85,2.62
2018,5,24,15,12.64,7.69,0.01,100.82,2.63
2018,5,24,16,12.93,7.69,0,100.8,2.69
2018,5,24,17,12.51,7.57,0,100.79,2.76
2018,5,24,18,11.61,7.39,0,100.78,2.75
2018,5,24,19,10.38,7.14,0,100.79,2.54
2018,5,24,20,9.03,6.9,0.01,100.8,1.96
2018,5,24,21,8.54,6.71,0,100.81,1.88
2018,5,24,22,8.29,6.59,0,100.81,1.95
2018,5,24,23,7.89,6.47,0,100.79,2.31
2018,5,25,0,7.58,6.41,0,100.78,2.72
2018,5,25,1,7.48,6.35,0,100.76,3.01
2018,5,25,2,7.47,6.29,0,100.76,3.29
2018,5,25,3,7.49,6.23,0,100.77,3.48
2018,5,25,4,8.21,6.29,0,100.78,3.51
2018,5,25,5,10.32,6.77,0,100.8,3.92
2018,5,25,6,11.9,7.14,0,100.83,4.68
2018,5,25,7,13.41,7.45,0,100.86,4.85
2018,5,25,8,15,7.45,0,100.87,5.37
2018,5,25,9,16.12,7.51,0,100.89,5.99
2018,5,25,10,16.8,7.45,0,100.88,6.58
2018,5,25,11,17.14,7.39,0,100.87,7.02
2018,5,25,12,17.24,7.32,0,100.87,7.28
2018,5,25,13,17.21,7.32,0,100.86,7.31
2018,5,25,14,17.02,7.26,0,100.84,7.2
2018,5,25,15,16.65,7.26,0,100.84,7.01
2018,5,25,16,16.04,7.26,0,100.85,6.8
2018,5,25,17,15.15,7.45,0,100.87,6.34
2018,5,25,18,14,7.63,0,100.9,5.72
2018,5,25,19,12.7,7.45,0,100.93,5.67
2018,5,25,20,11.54,7.08,0,100.98,5.97
2018,5,25,21,10.77,6.9,0,101.01,6.38
2018,5,25,22,9.95,6.77,0,101.03,6.22
2018,5,25,23,9.26,6.71,0,101.03,6.13
2018,5,26,0,8.83,6.65,0,101.05,6.21
2018,5,26,1,8.55,6.59,0.01,101.05,6.26
2018,5,26,2,8.6,6.53,0.01,101.06,6.2
2018,5,26,3,8.51,6.53,0.01,101.08,6.09
2018,5,26,4,8.59,6.59,0.01,101.11,6.4
2018,5,26,5,9.36,6.65,0,101.14,6.65
2018,5,26,6,10.65,6.84,0,101.17,6.42
2018,5,26,7,12.46,7.02,0,101.2,6.43
2018,5,26,8,13.89,7.14,0,101.22,6.61
2018,5,26,9,14.91,7.08,0,101.23,6.78
2018,5,26,10,15.62,7.08,0,101.23,6.84
2018,5,26,11,16.08,7.14,0,101.23,6.81
2018,5,26,12,16.4,7.2,0,101.22,6.67
2018,5,26,13,16.51,7.32,0,101.21,6.59
2018,5,26,14,16.43,7.39,0,101.2,6.5
2018,5,26,15,16.12,7.39,0,101.17,6.38
2018,5,26,16,15.38,7.45,0,101.15,6.14
2018,5,26,17,14.35,7.57,0,101.14,5.8
2018,5,26,18,13.18,7.75,0,101.14,5.33
2018,5,26,19,12.11,7.63,0,101.15,5.11
2018,5,26,20,11.01,7.39,0,101.17,5.21
2018,5,26,21,10.19,7.14,0,101.17,5.52
2018,5,26,22,9.58,6.96,0,101.14,5.69
2018,5,26,23,9.06,6.71,0,101.09,5.77
2018,5,27,0,8.61,6.53,0,101.04,5.89
2018,5,27,1,8.2,6.23,0,100.98,6.08
2018,5,27,2,7.83,5.98,0,100.92,6.25
2018,5,27,3,7.48,5.8,0,100.9,6.26
2018,5,27,4,7.74,5.8,0,100.87,6.41
2018,5,27,5,8.42,5.98,0,100.86,6.28
2018,5,27,6,9.69,6.23,0,100.85,6.15
2018,5,27,7,11.26,6.65,0,100.84,6.18
2018,5,27,8,12.48,7.14,0,100.82,6
2018,5,27,9,13.55,7.51,0,100.78,5.88
2018,5,27,10,14.42,7.87,0,100.74,5.85
2018,5,27,11,15.18,8,0,100.69,5.9
2018,5,27,12,15.6,8.06,0,100.65,5.79
2018,5,27,13,15.75,8,0,100.6,5.59
2018,5,27,14,15.65,7.93,0,100.56,5.34
2018,5,27,15,15.43,7.81,0,100.53,4.97
2018,5,27,16,15.03,7.69,0,100.5,4.68
2018,5,27,17,14.39,7.51,0,100.49,4.42
2018,5,27,18,13.36,7.57,0,100.48,3.96
2018,5,27,19,11.91,7.63,0,100.49,3.16
2018,5,27,20,10.04,7.32,0,100.52,2.76
2018,5,27,21,9.14,7.14,0,100.53,2.9
2018,5,27,22,8.75,7.02,0.01,100.51,2.77
2018,5,27,23,8.45,6.96,0,100.5,2.64
2018,5,28,0,8.26,6.9,0,100.48,2.56
2018,5,28,1,8.16,6.9,0,100.48,2.52
2018,5,28,2,8.13,6.96,0,100.48,2.5
2018,5,28,3,8.05,6.96,0,100.49,2.52
2018,5,28,4,8.58,7.08,0,100.5,2.4
2018,5,28,5,10.43,7.39,0,100.51,2.46
2018,5,28,6,11.59,7.75,0.01,100.53,2.24
2018,5,28,7,13.5,8.42,0.01,100.55,1.89
2018,5,28,8,15.47,8.91,0,100.56,1.82
2018,5,28,9,17.05,9.16,0,100.57,1.84
2018,5,28,10,18.2,9.34,0,100.57,1.92
2018,5,28,11,18.98,9.52,0,100.56,2.13
2018,5,28,12,19.4,9.7,0,100.56,2.43
2018,5,28,13,19.58,9.7,0,100.55,2.79
2018,5,28,14,19.5,9.7,0,100.55,3.02
2018,5,28,15,19.31,9.64,0,100.55,2.99
2018,5,28,16,19.01,9.58,0,100.56,2.8
2018,5,28,17,18.45,9.58,0,100.58,2.68
2018,5,28,18,17.33,9.58,0,100.62,2.61
2018,5,28,19,15.51,9.7,0,100.64,2.05
2018,5,28,20,13.15,9.03,0,100.69,1.94
2018,5,28,21,11.81,8.67,0.01,100.73,1.92
2018,5,28,22,11.07,8.42,0.02,100.76,1.83
2018,5,28,23,10.57,8.18,0.02,100.76,1.85
2018,5,29,0,10.22,8,0.01,100.75,2.08
2018,5,29,1,9.99,7.81,0.01,100.73,2.39
2018,5,29,2,9.93,7.75,0.01,100.72,2.66
2018,5,29,3,9.87,7.69,0.03,100.71,2.89
2018,5,29,4,10.1,7.63,0.05,100.71,3.16
2018,5,29,5,11.03,7.81,0.08,100.73,3.82
2018,5,29,6,11.97,8.18,0.1,100.76,3.78
2018,5,29,7,13,8.61,0.11,100.75,4.17
2018,5,29,8,13.8,8.85,0.1,100.74,4.54
2018,5,29,9,14.23,8.91,0.09,100.73,4.82
2018,5,29,10,14.71,8.97,0.05,100.73,4.98
2018,5,29,11,15.13,8.91,0.02,100.72,5.03
2018,5,29,12,15.54,8.79,0,100.71,5.06
2018,5,29,13,15.98,8.54,0,100.67,5.09
2018,5,29,14,16.31,8.3,0,100.63,5.06
2018,5,29,15,16.42,8.06,0,100.59,5.04
2018,5,29,16,16.2,7.81,0,100.55,4.98
2018,5,29,17,15.73,7.69,0,100.5,4.8
2018,5,29,18,14.87,7.87,0,100.47,4.09
2018,5,29,19,13.58,8.12,0,100.45,3.2
2018,5,29,20,12.1,7.81,0,100.46,3.3
2018,5,29,21,11.51,7.57,0,100.45,3.74
2018,5,29,22,11.26,7.57,0,100.4,4.05
2018,5,29,23,11.07,7.57,0,100.33,4.38
2018,5,30,0,10.89,7.51,0,100.25,4.53
2018,5,30,1,10.62,7.45,0,100.2,4.51
2018,5,30,2,10.4,7.45,0,100.15,4.58
2018,5,30,3,10.04,7.39,0,100.13,4.8
2018,5,30,4,10.12,7.39,0,100.12,5.2
2018,5,30,5,11.06,7.57,0,100.11,5.66
2018,5,30,6,12.33,7.93,0,100.1,5.77
2018,5,30,7,13.77,8.24,0,100.08,6.07
2018,5,30,8,15,8.48,0,100.06,6.13
2018,5,30,9,16.26,8.91,0,100.03,6.26
2018,5,30,10,17.44,9.46,0,99.98,6.25
2018,5,30,11,18.29,9.83,0,99.93,6.19
2018,5,30,12,18.75,10.01,0,99.91,6.27
2018,5,30,13,18.87,10.13,0,99.88,6.36
2018,5,30,14,18.58,10.07,0,99.85,6.29
2018,5,30,15,17.89,10.01,0,99.82,6.1
2018,5,30,16,17.08,9.83,0,99.78,5.86
2018,5,30,17,16.2,9.64,0,99.76,5.35
2018,5,30,18,15.35,9.52,0,99.75,4.68
2018,5,30,19,14.48,9.4,0,99.75,4.08
2018,5,30,20,13.4,9.09,0,99.76,3.8
2018,5,30,21,12.62,8.79,0.01,99.75,3.9
2018,5,30,22,12.22,8.61,0.01,99.73,4.13
2018,5,30,23,11.9,8.48,0.01,99.72,4.4
2018,5,31,0,11.64,8.3,0.03,99.69,4.63
2018,5,31,1,11.37,8.12,0.06,99.68,4.56
2018,5,31,2,11.29,8.06,0.09,99.68,4.27
2018,5,31,3,11.12,8,0.14,99.69,3.97
2018,5,31,4,11.12,8,0.16,99.7,3.73
2018,5,31,5,11.48,8.12,0.15,99.73,3.4
2018,5,31,6,12.16,8.42,0.14,99.76,2.93
2018,5,31,7,12.98,8.73,0.13,99.79,2.6
2018,5,31,8,13.76,9.03,0.11,99.83,2.32
2018,5,31,9,14.62,9.34,0.11,99.85,2.12
2018,5,31,10,15.53,9.64,0.09,99.88,2.08
2018,5,31,11,16.36,9.95,0.09,99.89,2.23
2018,5,31,12,17.01,10.13,0.08,99.89,2.35
2018,5,31,13,17.58,10.31,0.08,99.89,2.48
2018,5,31,14,17.81,10.44,0.09,99.88,2.62
2018,5,31,15,17.83,10.44,0.07,99.87,2.74
2018,5,31,16,17.69,10.5,0.05,99.87,2.82
2018,5,31,17,17.15,10.44,0.04,99.88,2.85
2018,5,31,18,16.34,10.38,0.04,99.91,2.78
2018,5,31,19,15.26,10.31,0.05,99.95,2.34
2018,5,31,20,13.82,9.7,0.05,100,1.83
2018,5,31,21,12.94,9.34,0.04,100.03,1.81
2018,5,31,22,12.5,9.09,0.03,100.05,1.72
2018,5,31,23,12.23,8.91,0.03,100.05,1.54
2018,6,1,0,12.15,8.79,0.02,100.05,1.32
2018,6,1,1,12.05,8.67,0.02,100.05,1.16
2018,6,1,2,11.66,8.48,0.02,100.04,1.16
2018,6,1,3,11.18,8.3,0.03,100.04,1.25
2018,6,1,4,11.35,8.3,0.03,100.06,1.19
2018,6,1,5,12.27,8.54,0.03,100.07,1.54
2018,6,1,6,13.01,8.85,0.03,100.09,1.53
2018,6,1,7,14.62,9.52,0.02,100.09,1.21
2018,6,1,8,16.27,9.95,0.02,100.07,0.82
2018,6,1,9,17.64,10.25,0.02,100.07,1.07
2018,6,1,10,18.83,10.62,0.02,100.07,1.65
2018,6,1,11,19.75,10.86,0.02,100.06,1.92
2018,6,1,12,20.55,11.11,0.06,100.03,1.96
2018,6,1,13,21.01,11.17,0.08,100.01,1.95
2018,6,1,14,21.01,11.05,0.1,99.98,1.93
2018,6,1,15,20.81,11.05,0.09,99.96,1.9
2018,6,1,16,20.4,11.05,0.07,99.95,1.97
2018,6,1,17,19.66,11.17,0.04,99.94,1.97
2018,6,1,18,18.65,11.23,0.06,99.94,1.91
2018,6,1,19,17.41,11.29,0.03,99.95,1.75
2018,6,1,20,15.97,10.62,0.02,99.98,1.56
2018,6,1,21,15.07,10.25,0.02,99.99,1.54
2018,6,1,22,14.77,10.07,0.01,99.98,1.34
2018,6,1,23,14.65,9.95,0.01,99.96,1.06
2018,6,2,0,14.48,9.83,0.01,99.94,0.68
2018,6,2,1,14.37,9.77,0.01,99.94,0.17
2018,6,2,2,13.89,9.64,0.01,99.94,0.63
2018,6,2,3,13.23,9.4,0.01,99.95,1.2
2018,6,2,4,13.16,9.28,0.01,99.96,1.54
2018,6,2,5,14.38,9.7,0.01,99.97,1.87
2018,6,2,6,15.37,10.01,0,99.98,1.87
2018,6,2,7,17.19,10.5,0.02,99.98,1.4
2018,6,2,8,18.65,10.8,0.06,99.99,1.29
2018,6,2,9,19.79,10.99,0.11,99.98,1.35
2018,6,2,10,20.59,11.23,0.2,99.97,1.46
2018,6,2,11,21.09,11.29,0.24,99.98,1.64
2018,6,2,12,21.23,11.29,0.3,99.96,2.02
2018,6,2,13,20.8,11.23,0.36,99.95,2.52
2018,6,2,14,20.29,11.29,0.39,99.95,2.88
2018,6,2,15,19.69,11.29,0.34,99.96,2.75
2018,6,2,16,18.98,11.23,0.31,99.97,2.52
2018,6,2,17,18.18,11.11,0.33,99.99,2.54
2018,6,2,18,17.18,10.86,0.27,100.02,2.55
2018,6,2,19,16.11,10.68,0.3,100.06,2.2
2018,6,2,20,15.19,10.38,0.3,100.11,1.57
2018,6,2,21,14.65,10.13,0.21,100.13,1.24
2018,6,2,22,14.26,9.89,0.14,100.14,1.12
2018,6,2,23,13.96,9.7,0.07,100.15,1.15
2018,6,3,0,13.68,9.46,0.03,100.15,1.3
2018,6,3,1,13.33,9.28,0.02,100.15,1.54
2018,6,3,2,13.01,9.09,0.01,100.16,1.79
2018,6,3,3,12.65,8.97,0.01,100.18,1.96
2018,6,3,4,12.88,9.09,0.01,100.2,1.94
2018,6,3,5,13.68,9.34,0.01,100.22,2.54
2018,6,3,6,14.44,9.58,0.01,100.24,2.52
2018,6,3,7,15.58,9.83,0.01,100.26,2.45
2018,6,3,8,16.8,9.89,0,100.27,2.27
2018,6,3,9,17.79,9.95,0.02,100.28,2.15
2018,6,3,10,18.58,10.07,0.04,100.28,2.07
2018,6,3,11,19.08,10.25,0.07,100.27,2.04
2018,6,3,12,19.51,10.38,0.08,100.27,2
2018,6,3,13,19.75,10.38,0.09,100.26,1.96
2018,6,3,14,19.74,10.38,0.1,100.25,1.94
2018,6,3,15,19.31,10.25,0.1,100.24,2.11
2018,6,3,16,18.56,10.25,0.08,100.23,2.44
2018,6,3,17,17.71,10.25,0.05,100.23,2.59
2018,6,3,18,16.76,10.13,0.03,100.24,2.49
2018,6,3,19,15.65,10.07,0.04,100.26,2.15
2018,6,3,20,14.46,9.83,0.05,100.27,1.62
2018,6,3,21,13.7,9.52,0.04,100.29,1.27
2018,6,3,22,13.32,9.34,0.04,100.29,1.2
2018,6,3,23,12.93,9.09,0.03,100.28,1.28
2018,6,4,0,12.52,8.91,0.03,100.27,1.46
2018,6,4,1,12.12,8.73,0.03,100.26,1.64
2018,6,4,2,11.75,8.54,0.02,100.25,1.81
2018,6,4,3,11.4,8.36,0.03,100.25,1.87
2018,6,4,4,11.76,8.36,0.03,100.25,2.04
2018,6,4,5,12.14,8.3,0.02,100.26,2.7
2018,6,4,6,12.65,8.36,0.02,100.27,2.84
2018,6,4,7,13.49,8.54,0.02,100.27,2.79
2018,6,4,8,14.33,8.73,0.02,100.27,2.73
2018,6,4,9,15.4,8.91,0.02,100.26,2.69
2018,6,4,10,16.19,9.03,0.02,100.26,2.67
2018,6,4,11,16.83,9.16,0.02,100.25,2.74
2018,6,4,12,17.29,9.28,0.02,100.24,2.83
2018,6,4,13,17.34,9.28,0.03,100.22,2.96
2018,6,4,14,17.12,9.22,0.03,100.2,3.1
2018,6,4,15,16.74,9.09,0.03,100.19,3.29
2018,6,4,16,16.06,8.91,0.02,100.2,3.55
2018,6,4,17,15.17,8.67,0.02,100.21,3.84
2018,6,4,18,14.02,8.3,0.02,100.23,4.06
2018,6,4,19,12.62,7.93,0.02,100.26,4.05
2018,6,4,20,11.17,7.69,0.02,100.31,3.67
2018,6,4,21,10.33,7.45,0.01,100.34,3.35
2018,6,4,22,10.08,7.32,0.01,100.36,3.23
2018,6,4,23,9.88,7.08,0.01,100.36,3.27
2018,6,5,0,9.63,6.77,0.01,100.36,3.5
2018,6,5,1,9.16,6.53,0.01,100.36,3.36
2018,6,5,2,8.27,6.29,0,100.37,3.17
2018,6,5,3,7.73,6.1,0,100.39,3.07
2018,6,5,4,8.07,6.1,0,100.4,3.13
2018,6,5,5,8.98,6.16,0,100.4,3.9
2018,6,5,6,10.08,6.04,0,100.39,4.33
2018,6,5,7,11.27,5.86,0,100.39,4.36
2018,6,5,8,12.4,5.8,0,100.37,4.18
2018,6,5,9,13.47,5.86,0,100.35,4.14
2018,6,5,10,14.34,5.98,0,100.32,4.27
2018,6,5,11,15.03,6.1,0,100.3,4.38
2018,6,5,12,15.42,6.23,0,100.28,4.37
2018,6,5,13,15.49,6.35,0,100.26,4.26
2018,6,5,14,15.3,6.41,0,100.24,4.13
2018,6,5,15,14.98,6.47,0,100.22,4.07
2018,6,5,16,14.46,6.53,0,100.2,4.1
2018,6,5,17,13.67,6.53,0,100.19,4.1
2018,6,5,18,12.67,6.65,0,100.19,3.76
2018,6,5,19,11.49,6.77,0,100.21,3.28
2018,6,5,20,10.28,6.71,0,100.23,2.95
2018,6,5,21,9.53,6.59,0,100.23,2.87
2018,6,5,22,9.07,6.47,0,100.24,2.77
2018,6,5,23,8.62,6.41,0,100.23,2.74
2018,6,6,0,8.23,6.29,0,100.2,2.79
2018,6,6,1,7.94,6.29,0,100.19,2.8
2018,6,6,2,7.69,6.23,0,100.17,2.85
2018,6,6,3,7.44,6.23,0,100.16,2.8
2018,6,6,4,7.81,6.29,0,100.16,3
2018,6,6,5,8.57,6.23,0,100.16,3.5
2018,6,6,6,9.56,6.1,0,100.15,3.37
2018,6,6,7,10.8,6.1,0,100.15,3.05
2018,6,6,8,12.12,6.23,0,100.14,2.65
2018,6,6,9,13.44,6.53,0,100.12,2.26
2018,6,6,10,14.79,6.77,0,100.08,2.13
2018,6,6,11,15.91,6.96,0,100.06,2.07
2018,6,6,12,16.66,7.2,0,100.04,2.08
2018,6,6,13,17.12,7.32,0,100.02,2.18
2018,6,6,14,17.29,7.51,0,100.01,2.3
2018,6,6,15,17.26,7.63,0,99.99,2.53
2018,6,6,16,16.92,7.69,0,99.98,2.84
2018,6,6,17,16.19,7.75,0,99.98,3.22
2018,6,6,18,14.9,7.87,0,100,3.45
2018,6,6,19,13.29,7.81,0,100.04,3.34
2018,6,6,20,11.44,7.63,0,100.09,2.62
2018,6,6,21,10.09,7.39,0,100.12,2.1
2018,6,6,22,9.51,7.14,0.01,100.12,1.53
2018,6,6,23,9.07,6.96,0,100.12,1.49
2018,6,7,0,8.69,6.9,0,100.1,1.75
2018,6,7,1,8.38,6.84,0,100.09,2.1
2018,6,7,2,8.08,6.77,0,100.09,2.41
2018,6,7,3,7.77,6.77,0,100.09,2.59
2018,6,7,4,8.57,6.84,0,100.09,2.58
2018,6,7,5,10.07,7.14,0,100.11,3.28
2018,6,7,6,11.65,7.32,0,100.14,2.96
2018,6,7,7,13.23,7.45,0,100.17,2.75
2018,6,7,8,14.5,7.63,0.01,100.2,2.63
2018,6,7,9,15.49,7.75,0.01,100.2,2.62
2018,6,7,10,16.3,7.75,0.01,100.2,2.6
2018,6,7,11,16.92,7.75,0.01,100.2,2.64
2018,6,7,12,17.37,7.81,0.01,100.18,2.72
2018,6,7,13,17.58,7.87,0.01,100.17,2.85
2018,6,7,14,17.68,7.93,0.01,100.16,3.02
2018,6,7,15,17.51,7.93,0.01,100.15,3.22
2018,6,7,16,17.03,7.87,0.01,100.17,3.4
2018,6,7,17,16.11,7.81,0,100.18,3.7
2018,6,7,18,14.71,7.63,0,100.2,3.83
2018,6,7,19,13.06,7.51,0,100.22,3.49
2018,6,7,20,11.19,7.32,0,100.25,2.84
2018,6,7,21,9.9,7.02,0,100.27,2.45
2018,6,7,22,9.28,6.77,0,100.29,2.18
2018,6,7,23,8.8,6.71,0,100.3,2.06
2018,6,8,0,8.41,6.71,0,100.3,2.13
2018,6,8,1,8.08,6.65,0,100.29,2.18
2018,6,8,2,7.83,6.65,0.01,100.27,2.19
2018,6,8,3,7.85,6.59,0.01,100.27,2.11
2018,6,8,4,8.58,6.59,0.01,100.27,1.98
2018,6,8,5,9.26,6.53,0,100.27,2.3
2018,6,8,6,10.01,6.59,0,100.27,2.25
2018,6,8,7,11.05,6.71,0,100.28,2.24
2018,6,8,8,12.3,6.96,0,100.27,2.19
2018,6,8,9,13.4,7.39,0,100.24,2.03
2018,6,8,10,14.34,7.75,0,100.22,1.95
2018,6,8,11,15.25,8,0,100.2,1.81
2018,6,8,12,15.87,8.24,0.02,100.17,1.73
2018,6,8,13,16.37,8.42,0.03,100.14,1.67
2018,6,8,14,16.46,8.48,0.04,100.11,1.68
2018,6,8,15,16.33,8.54,0.04,100.09,1.78
2018,6,8,16,15.96,8.54,0.02,100.07,1.97
2018,6,8,17,15.3,8.48,0.02,100.07,2.27
2018,6,8,18,14.33,8.42,0.02,100.09,2.66
2018,6,8,19,13.13,8.24,0.02,100.1,2.89
2018,6,8,20,11.87,8,0.04,100.14,2.88
2018,6,8,21,10.95,7.75,0.04,100.15,2.45
2018,6,8,22,10.43,7.57,0.03,100.16,2
2018,6,8,23,9.95,7.32,0.03,100.14,1.66
2018,6,9,0,9.55,7.14,0.02,100.12,1.42
2018,6,9,1,9.3,6.96,0.02,100.1,1.19
2018,6,9,2,9.27,6.9,0.02,100.08,0.9
2018,6,9,3,9.18,6.84,0.02,100.07,0.49
2018,6,9,4,9.37,6.9,0.02,100.07,0.17
2018,6,9,5,9.85,6.96,0.03,100.07,0.35
2018,6,9,6,10.52,7.14,0.03,100.08,0.54
2018,6,9,7,11.4,7.45,0.03,100.07,0.62
2018,6,9,8,12.44,7.81,0.03,100.07,0.61
2018,6,9,9,13.43,8.18,0.06,100.05,0.79
2018,6,9,10,14.32,8.48,0.11,100.04,1.23
2018,6,9,11,15.18,8.85,0.15,100.02,1.65
2018,6,9,12,16.19,9.09,0.18,100,1.8
2018,6,9,13,16.71,9.22,0.2,99.96,1.8
2018,6,9,14,17.21,9.34,0.23,99.92,1.63
2018,6,9,15,17.31,9.34,0.21,99.88,1.46
2018,6,9,16,16.96,9.34,0.15,99.86,1.48
2018,6,9,17,16.19,9.34,0.12,99.85,1.71
2018,6,9,18,15.04,9.22,0.07,99.87,2.3
2018,6,9,19,13.49,8.97,0.09,99.89,2.67
2018,6,9,20,11.98,8.42,0.09,99.93,3.05
2018,6,9,21,10.87,7.93,0.07,99.95,3.09
2018,6,9,22,10.29,7.57,0.06,99.95,2.9
2018,6,9,23,9.89,7.39,0.06,99.94,2.53
2018,6,10,0,9.59,7.2,0.05,99.93,2.08
2018,6,10,1,9.44,7.2,0.05,99.9,1.56
2018,6,10,2,9.3,7.14,0.05,99.88,1.28
2018,6,10,3,9.16,7.08,0.05,99.86,1.16
2018,6,10,4,9.51,7.14,0.05,99.84,1.14
2018,6,10,5,10,7.26,0.05,99.83,0.95
2018,6,10,6,10.98,7.57,0.05,99.83,0.74
2018,6,10,7,12.1,8,0.05,99.84,0.87
2018,6,10,8,13.1,8.36,0.09,99.84,1.24
2018,6,10,9,14.23,8.67,0.1,99.83,1.6
2018,6,10,10,14.99,8.79,0.11,99.82,1.86
2018,6,10,11,15.68,8.91,0.1,99.81,1.99
2018,6,10,12,16.26,9.03,0.09,99.79,2.04
2018,6,10,13,16.65,9.09,0.09,99.77,1.98
2018,6,10,14,16.72,9.09,0.08,99.75,1.89
2018,6,10,15,16.83,9.09,0.07,99.73,1.94
2018,6,10,16,16.73,9.03,0.03,99.71,1.99
2018,6,10,17,16.27,8.91,0.02,99.7,2.13
2018,6,10,18,15.5,8.97,0.01,99.71,2.3
2018,6,10,19,14.55,8.97,0.01,99.71,2.26
2018,6,10,20,13.5,8.85,0.01,99.74,2.26
2018,6,10,21,12.65,8.48,0.01,99.77,2.3
2018,6,10,22,12.14,8.24,0.02,99.78,2.13
2018,6,10,23,11.67,8.12,0.02,99.78,1.86
2018,6,11,0,11.12,8,0.02,99.77,1.56
2018,6,11,1,10.57,7.87,0.03,99.75,1.39
2018,6,11,2,10.01,7.75,0.03,99.74,1.31
2018,6,11,3,9.76,7.63,0.03,99.73,1.21
2018,6,11,4,10.33,7.75,0.04,99.75,1.04
2018,6,11,5,11.34,7.93,0.04,99.76,1.5
2018,6,11,6,11.94,8,0.04,99.79,1.92
2018,6,11,7,12.42,8.06,0.06,99.83,2.36
