YYYY,MM,DD,HR,Temperature,Humidity,Precipitation,Pressure,Windspeed
2018,6,11,8,12.62,8.06,0.12,99.86,2.97
2018,6,11,9,12.84,8.06,0.13,99.88,3.58
2018,6,11,10,13.02,8,0.14,99.9,3.92
2018,6,11,11,12.72,7.87,0.13,99.93,4.02
2018,6,11,12,12.6,7.81,0.13,99.96,3.91
2018,6,11,13,12.52,7.75,0.1,99.96,3.68
2018,6,11,14,12.44,7.69,0.08,99.96,3.44
2018,6,11,15,12.54,7.63,0.06,99.96,3.19
2018,6,11,16,12.76,7.63,0.03,99.95,2.97
2018,6,11,17,12.83,7.63,0.03,99.95,2.74
2018,6,11,18,12.65,7.69,0.03,99.96,2.5
2018,6,11,19,12.16,7.81,0.03,100,2.12
2018,6,11,20,11.25,7.81,0.02,100.04,1.85
2018,6,11,21,10.66,7.57,0.02,100.07,1.86
2018,6,11,22,10.44,7.45,0.02,100.08,1.7
2018,6,11,23,10.43,7.39,0.02,100.09,1.42
2018,6,12,0,10.51,7.32,0.02,100.08,0.96
2018,6,12,1,10.66,7.26,0.01,100.07,0.4
2018,6,12,2,10.64,7.2,0.01,100.06,0.35
2018,6,12,3,10.19,7.14,0.01,100.06,0.66
2018,6,12,4,10.41,7.2,0.01,100.07,0.84
2018,6,12,5,11.22,7.45,0.01,100.1,0.87
2018,6,12,6,12.12,7.51,0.03,100.11,0.9
2018,6,12,7,13.05,7.57,0.05,100.12,0.76
2018,6,12,8,13.83,7.51,0.06,100.12,0.58
2018,6,12,9,14.52,7.63,0.08,100.13,0.72
2018,6,12,10,15.2,7.69,0.07,100.12,0.94
2018,6,12,11,15.87,7.81,0.05,100.1,1.08
2018,6,12,12,16.32,7.75,0.05,100.08,1.08
2018,6,12,13,16.64,7.81,0.05,100.06,0.95
2018,6,12,14,16.6,7.81,0.04,100.03,0.55
2018,6,12,15,16.23,7.81,0.03,100,0.51
2018,6,12,16,15.73,7.93,0.02,99.98,1.1
2018,6,12,17,14.99,8.06,0.02,99.99,1.83
2018,6,12,18,14.16,8.18,0.03,100,2.47
2018,6,12,19,13.24,8.24,0.03,100.01,2.93
2018,6,12,20,12.25,8.18,0.03,100.05,3.09
2018,6,12,21,11.65,8,0.05,100.08,3.27
2018,6,12,22,11.32,7.93,0.09,100.08,3.43
2018,6,12,23,11.05,7.81,0.11,100.07,3.58
2018,6,13,0,10.73,7.69,0.09,100.03,3.74
2018,6,13,1,10.44,7.57,0.1,99.98,3.92
2018,6,13,2,10.21,7.51,0.11,99.93,3.88
2018,6,13,3,10.14,7.51,0.09,99.89,3.41
2018,6,13,4,10.37,7.57,0.07,99.85,2.84
2018,6,13,5,10.74,7.69,0.05,99.8,2.79
2018,6,13,6,11.26,7.69,0.04,99.74,3.11
2018,6,13,7,11.94,7.57,0.04,99.7,3.9
2018,6,13,8,12.54,7.32,0.01,99.64,4.64
2018,6,13,9,13.01,7.08,0,99.58,5.2
2018,6,13,10,13.4,6.96,0,99.5,5.69
2018,6,13,11,13.51,7.02,0.01,99.44,5.98
2018,6,13,12,14.01,7.32,0.03,99.37,6.48
2018,6,13,13,14.58,7.69,0.03,99.26,6.87
2018,6,13,14,14.65,7.93,0.04,99.14,6.99
2018,6,13,15,14.4,8.18,0.05,99.05,6.87
2018,6,13,16,14.02,8.3,0.08,98.95,6.92
2018,6,13,17,13.49,8.36,0.17,98.86,7.18
2018,6,13,18,12.94,8.42,0.41,98.74,7.49
2018,6,13,19,12.55,8.48,0.64,98.61,7.99
2018,6,13,20,12.38,8.54,0.86,98.47,8.53
2018,6,13,21,12.48,8.67,1.13,98.3,9.09
2018,6,13,22,12.58,8.73,1.42,98.12,9.82
2018,6,13,23,12.62,8.73,1.07,97.94,10.79
2018,6,14,0,12.65,8.73,0.33,97.76,11.28
2018,6,14,1,12.73,8.79,0.21,97.6,11.55
2018,6,14,2,12.83,8.91,0.14,97.46,11.67
2018,6,14,3,13.11,9.09,0.11,97.33,12
2018,6,14,4,13.62,9.34,0.12,97.21,12.23
2018,6,14,5,14.11,9.34,0.22,97.12,13.08
2018,6,14,6,13.98,8.67,0.13,97.08,14.25
2018,6,14,7,13.58,8.12,0.07,97.05,14.68
2018,6,14,8,13.94,8.18,0.06,97.02,14.54
2018,6,14,9,14.28,7.93,0.03,97.13,14.55
2018,6,14,10,14.23,7.14,0.02,97.39,15.43
2018,6,14,11,14.57,6.9,0.02,97.65,15.57
2018,6,14,12,14.53,6.65,0.01,97.9,15.47
2018,6,14,13,14.34,6.35,0,98.14,14.95
2018,6,14,14,14.13,6.29,0,98.32,14.01
2018,6,14,15,13.69,6.16,0,98.46,12.97
2018,6,14,16,13.33,6.1,0,98.59,12.23
2018,6,14,17,12.74,5.98,0,98.71,11.37
2018,6,14,18,12.03,5.98,0,98.83,10.41
2018,6,14,19,11.17,6.16,0,98.91,9.08
2018,6,14,20,10.11,6.41,0.01,98.98,8
2018,6,14,21,9.35,6.53,0.01,99.02,7.62
2018,6,14,22,9.15,6.65,0.01,99.04,7.65
2018,6,14,23,9.13,6.77,0.03,99.04,7.68
2018,6,15,0,9.16,6.84,0.03,99.04,7.57
2018,6,15,1,9.23,6.84,0.03,99.04,7.48
2018,6,15,2,9.19,6.84,0.02,99.05,7.09
2018,6,15,3,9.11,6.77,0.02,99.07,6.54
2018,6,15,4,9.29,6.71,0.02,99.13,6.32
2018,6,15,5,9.69,6.65,0.02,99.16,6.3
2018,6,15,6,10.26,6.65,0.02,99.21,6.53
2018,6,15,7,10.94,6.59,0.02,99.26,6.74
2018,6,15,8,11.48,6.59,0.05,99.29,6.88
2018,6,15,9,11.78,6.59,0.06,99.29,7.05
2018,6,15,10,11.95,6.65,0.04,99.3,7.13
2018,6,15,11,12.25,6.65,0.04,99.32,7.32
2018,6,15,12,12.66,6.65,0.05,99.34,7.48
2018,6,15,13,13.11,6.59,0.04,99.35,7.35
2018,6,15,14,13.41,6.59,0.05,99.36,7.07
2018,6,15,15,13.31,6.59,0.04,99.37,6.67
2018,6,15,16,13.07,6.71,0.02,99.36,6.16
2018,6,15,17,12.88,6.77,0.02,99.36,5.71
2018,6,15,18,12.41,6.96,0.02,99.38,5
2018,6,15,19,11.6,7.26,0.01,99.39,3.85
2018,6,15,20,10.34,7.2,0,99.4,3.2
2018,6,15,21,9.3,7.02,0,99.41,3.34
2018,6,15,22,8.7,7.02,0,99.41,3.24
2018,6,15,23,8.11,6.96,0,99.39,2.91
2018,6,16,0,7.76,6.96,0.01,99.37,2.58
2018,6,16,1,7.84,6.96,0.02,99.34,2.22
2018,6,16,2,8.02,6.96,0.03,99.29,2.18
2018,6,16,3,8.05,6.96,0.03,99.26,2.63
2018,6,16,4,8.76,7.08,0.05,99.23,3.07
2018,6,16,5,9.87,7.32,0.12,99.22,3.92
2018,6,16,6,10.59,7.57,0.25,99.19,4.35
2018,6,16,7,11.23,7.75,0.52,99.15,4.98
2018,6,16,8,11.44,7.75,0.8,99.13,5.42
2018,6,16,9,11.33,7.57,1,99.1,5.55
2018,6,16,10,11.37,7.45,1.22,99.07,5.54
2018,6,16,11,11.6,7.45,1.67,99.02,5.61
2018,6,16,12,11.89,7.51,2.36,98.95,5.73
2018,6,16,13,12.19,7.69,2.15,98.9,5.27
2018,6,16,14,12.52,7.93,0.89,98.87,4.17
2018,6,16,15,12.83,8.06,0.28,98.83,2.69
2018,6,16,16,13.08,8,0.21,98.8,2.44
2018,6,16,17,13.02,7.81,0.15,98.78,3.28
2018,6,16,18,12.68,7.69,0.07,98.78,3.76
2018,6,16,19,11.8,7.51,0.06,98.81,3.81
2018,6,16,20,10.3,7.02,0.01,98.86,4.07
2018,6,16,21,9.19,6.65,0,98.89,4.56
2018,6,16,22,8.4,6.47,0,98.92,4.53
2018,6,16,23,7.51,6.23,0,98.95,3.9
2018,6,17,0,6.83,6.04,0,98.99,3.65
2018,6,17,1,6.32,5.92,0,99.03,3.67
2018,6,17,2,5.9,5.86,0,99.07,3.63
2018,6,17,3,5.6,5.8,0,99.07,3.23
2018,6,17,4,6.62,5.92,0,99.09,2.74
2018,6,17,5,8.35,6.23,0,99.12,3.38
2018,6,17,6,9.41,6.29,0,99.15,3.53
2018,6,17,7,10.61,6.41,0,99.18,3.66
2018,6,17,8,11.8,6.59,0.01,99.18,3.97
2018,6,17,9,12.83,7.02,0.01,99.17,4.29
2018,6,17,10,13.83,7.45,0.03,99.15,4.63
2018,6,17,11,14.62,7.69,0.03,99.13,4.9
2018,6,17,12,15.35,7.81,0.03,99.11,5.16
2018,6,17,13,15.98,7.87,0.03,99.1,5.57
2018,6,17,14,16.12,7.93,0.05,99.08,6.05
2018,6,17,15,15.44,7.87,0.04,99.05,6.23
2018,6,17,16,14.65,7.93,0.05,99.04,6.04
2018,6,17,17,14.04,8.12,0.06,99.01,5.78
2018,6,17,18,13.33,8.36,0.08,98.99,4.92
2018,6,17,19,12.83,8.54,0.1,98.97,4.71
2018,6,17,20,12.58,8.73,0.1,98.97,4.49
2018,6,17,21,12.52,8.79,0.05,98.95,4.69
2018,6,17,22,12.3,8.61,0.04,98.96,4.96
2018,6,17,23,11.78,8.3,0.03,98.98,5.61
2018,6,18,0,11.13,7.93,0.02,99,6.09
2018,6,18,1,10.62,7.63,0.02,99.04,6.59
2018,6,18,2,10.19,7.32,0.01,99.09,6.82
2018,6,18,3,9.87,6.96,0.01,99.14,6.95
2018,6,18,4,9.8,6.77,0,99.18,6.87
2018,6,18,5,10.26,6.71,0,99.22,7.15
2018,6,18,6,10.94,6.65,0,99.26,7.73
2018,6,18,7,11.48,6.41,0,99.27,7.96
2018,6,18,8,12.06,6.35,0,99.27,8.1
2018,6,18,9,12.69,6.35,0,99.3,8.39
2018,6,18,10,13.38,6.41,0,99.29,8.67
2018,6,18,11,13.94,6.47,0,99.3,9.16
2018,6,18,12,14.22,6.47,0,99.3,9.69
2018,6,18,13,13.82,6.41,0.01,99.27,9.89
2018,6,18,14,13.63,6.53,0.02,99.24,10.06
2018,6,18,15,13.42,6.77,0.02,99.21,10.1
2018,6,18,16,13.4,7.02,0.05,99.21,10.07
2018,6,18,17,12.98,7.14,0.06,99.22,9.65
2018,6,18,18,12.36,6.96,0.03,99.26,9.23
2018,6,18,19,11.37,6.47,0.01,99.31,8.75
2018,6,18,20,10.05,6.16,0,99.38,8.11
2018,6,18,21,8.96,6.04,0,99.44,7.97
2018,6,18,22,8.39,6.04,0,99.49,8.05
2018,6,18,23,8.12,5.98,0.01,99.53,8.31
2018,6,19,0,7.92,5.92,0.01,99.55,8.34
2018,6,19,1,7.85,5.86,0,99.59,8.14
2018,6,19,2,7.75,5.86,0,99.64,7.95
2018,6,19,3,7.51,5.8,0,99.68,7.48
2018,6,19,4,7.8,5.8,0,99.74,7.23
2018,6,19,5,8.73,5.98,0.01,99.8,7.07
2018,6,19,6,9.92,5.92,0,99.86,7.78
2018,6,19,7,11.03,5.74,0,99.92,8.21
2018,6,19,8,11.98,5.68,0,99.97,8.05
2018,6,19,9,12.84,5.74,0,99.99,7.76
2018,6,19,10,13.73,5.92,0,100,7.64
2018,6,19,11,14.34,6.04,0,100,7.52
2018,6,19,12,14.35,6.1,0,100,7.21
2018,6,19,13,14.29,6.16,0,100,6.79
2018,6,19,14,14.2,6.16,0,99.99,6.25
2018,6,19,15,13.97,6.16,0,99.97,5.4
2018,6,19,16,13.74,6.16,0,99.95,4.59
2018,6,19,17,13.3,6.23,0.02,99.91,3.67
2018,6,19,18,12.76,6.47,0.36,99.87,2.86
2018,6,19,19,11.72,6.96,0.79,99.87,2.04
2018,6,19,20,10.7,7.14,0.95,99.85,1.31
2018,6,19,21,10.12,7.08,1.1,99.79,1.04
2018,6,19,22,9.79,6.96,1.21,99.69,1.78
2018,6,19,23,9.44,6.9,1.08,99.56,3.15
2018,6,20,0,9.24,6.96,1.31,99.45,4.24
2018,6,20,1,9.21,7.02,1.27,99.34,4.62
2018,6,20,2,9.3,7.08,1.26,99.23,4.53
2018,6,20,3,9.31,7.14,1.79,99.16,4.4
2018,6,20,4,9.34,7.2,1.49,99.13,4.18
2018,6,20,5,9.58,7.26,0.64,99.14,3.71
2018,6,20,6,9.8,7.32,0.37,99.18,3.86
2018,6,20,7,9.9,7.2,0.24,99.28,4.89
2018,6,20,8,9.93,6.96,0.13,99.4,6.12
2018,6,20,9,10.51,6.77,0.05,99.52,6.72
2018,6,20,10,11.68,6.65,0.02,99.63,6.51
2018,6,20,11,12.95,6.59,0.02,99.72,5.71
2018,6,20,12,13.87,6.59,0.02,99.77,4.7
2018,6,20,13,14.12,6.53,0.04,99.8,4.16
2018,6,20,14,13.77,6.35,0.06,99.83,4.2
2018,6,20,15,13.23,6.35,0.02,99.86,4.46
2018,6,20,16,12.73,6.29,0.02,99.87,4.97
2018,6,20,17,12.2,6.16,0.01,99.88,5.72
2018,6,20,18,11.48,5.98,0.01,99.9,6.07
2018,6,20,19,10.52,5.98,0.03,99.9,5.96
2018,6,20,20,9.19,6.16,0.08,99.91,5.57
2018,6,20,21,8.4,6.23,0.14,99.9,5.66
2018,6,20,22,7.98,6.23,0.11,99.88,5.96
2018,6,20,23,7.59,5.98,0.03,99.89,6.6
2018,6,21,0,7.19,5.68,0.02,99.93,7.24
2018,6,21,1,6.89,5.55,0.02,99.99,7.63
2018,6,21,2,6.74,5.49,0.01,100.09,7.56
2018,6,21,3,6.74,5.49,0.01,100.19,7.34
2018,6,21,4,7.12,5.49,0.01,100.29,7.09
2018,6,21,5,8,5.68,0.01,100.37,7.09
2018,6,21,6,9.02,5.68,0.01,100.45,7.7
2018,6,21,7,10.22,5.62,0,100.51,8.17
2018,6,21,8,11.45,5.62,0,100.56,8.36
2018,6,21,9,12.38,5.62,0,100.61,8.67
2018,6,21,10,13.12,5.74,0,100.65,8.88
2018,6,21,11,13.63,5.8,0,100.69,8.97
2018,6,21,12,14.12,5.8,0,100.73,8.9
2018,6,21,13,14.54,5.8,0,100.75,8.8
2018,6,21,14,14.69,5.8,0,100.77,8.78
2018,6,21,15,14.57,5.8,0,100.8,8.67
2018,6,21,16,14.32,5.8,0,100.83,8.41
2018,6,21,17,13.89,5.8,0,100.88,7.98
2018,6,21,18,13.13,5.86,0,100.94,7.32
2018,6,21,19,11.97,5.98,0,101,6.31
2018,6,21,20,10.33,6.04,0,101.06,5.46
2018,6,21,21,8.99,5.98,0,101.12,5.28
2018,6,21,22,8.15,5.86,0,101.15,5.19
2018,6,21,23,7.4,5.74,0,101.16,4.98
2018,6,22,0,6.9,5.62,0,101.16,4.84
2018,6,22,1,6.83,5.55,0,101.16,4.68
2018,6,22,2,6.69,5.49,0,101.16,4.34
2018,6,22,3,6.6,5.49,0,101.17,3.96
2018,6,22,4,7.1,5.62,0,101.19,3.78
2018,6,22,5,8.12,5.68,0,101.22,4.39
2018,6,22,6,9.38,5.62,0,101.24,5.34
2018,6,22,7,10.87,5.62,0,101.25,5.43
2018,6,22,8,12.41,5.8,0,101.26,5.21
2018,6,22,9,13.74,6.04,0,101.24,4.96
2018,6,22,10,14.8,6.29,0,101.22,4.77
2018,6,22,11,15.73,6.59,0,101.18,4.78
2018,6,22,12,16.45,6.9,0,101.13,4.85
2018,6,22,13,16.84,7.14,0,101.1,5
2018,6,22,14,16.48,7.26,0.05,101.09,5.19
2018,6,22,15,15.43,7.39,0.12,101.1,5.12
2018,6,22,16,14.76,7.45,0.07,101.11,5.04
2018,6,22,17,14.48,7.45,0.02,101.11,4.88
2018,6,22,18,14.07,7.45,0,101.11,4.41
2018,6,22,19,13.26,7.51,0,101.12,3.5
2018,6,22,20,11.73,7.32,0,101.13,2.78
2018,6,22,21,10.56,7.02,0,101.12,2.74
2018,6,22,22,9.71,6.77,0,101.1,2.83
2018,6,22,23,9.22,6.59,0,101.09,3.04
2018,6,23,0,8.51,6.41,0,101.07,3.3
2018,6,23,1,7.75,6.29,0,101.06,3.39
2018,6,23,2,7.5,6.16,0,101.05,3.3
2018,6,23,3,7.58,6.1,0,101.03,3.19
2018,6,23,4,8.22,6.23,0,101.02,3.28
2018,6,23,5,9.3,6.35,0,101.02,4.19
2018,6,23,6,10.55,6.29,0,101.01,4.92
2018,6,23,7,11.68,6.35,0,101,5.14
2018,6,23,8,12.71,6.53,0,100.99,5.06
2018,6,23,9,13.5,6.71,0,100.95,4.75
2018,6,23,10,14.15,6.9,0,100.92,4.68
2018,6,23,11,14.94,7.14,0,100.88,4.59
2018,6,23,12,15.79,7.45,0,100.86,4.67
2018,6,23,13,16.4,7.75,0,100.81,4.7
2018,6,23,14,16.48,8,0,100.76,4.71
2018,6,23,15,16.38,8.12,0,100.73,4.61
2018,6,23,16,16.05,8.24,0,100.71,4.44
2018,6,23,17,15.59,8.3,0,100.72,4.27
2018,6,23,18,15.2,8.42,0,100.75,4.08
2018,6,23,19,14.38,8.54,0,100.78,3.2
2018,6,23,20,12.9,8.36,0,100.8,2.49
2018,6,23,21,11.87,8,0,100.81,2.57
2018,6,23,22,11.28,7.75,0,100.8,2.58
2018,6,23,23,10.77,7.57,0,100.79,2.54
2018,6,24,0,10.33,7.45,0,100.77,2.45
2018,6,24,1,9.93,7.32,0,100.74,2.35
2018,6,24,2,9.65,7.2,0,100.73,2.25
2018,6,24,3,9.11,7.08,0,100.72,2.29
2018,6,24,4,9.78,7.2,0,100.71,2.13
2018,6,24,5,10.93,7.2,0,100.72,2.59
2018,6,24,6,12.36,7.32,0,100.73,2.38
2018,6,24,7,13.64,7.45,0,100.73,2.65
2018,6,24,8,14.78,7.57,0,100.71,3.04
2018,6,24,9,15.92,7.63,0,100.69,3.34
2018,6,24,10,17.12,7.63,0,100.67,3.66
2018,6,24,11,18.12,7.63,0,100.64,4.03
2018,6,24,12,18.9,7.75,0,100.61,4.28
2018,6,24,13,19.48,7.87,0,100.58,4.36
2018,6,24,14,19.84,8,0,100.56,4.31
2018,6,24,15,19.94,8.12,0,100.54,4.21
2018,6,24,16,19.76,8.3,0,100.52,4.08
2018,6,24,17,19.3,8.54,0,100.52,3.8
2018,6,24,18,18.46,8.97,0,100.54,3.31
2018,6,24,19,16.82,9.46,0,100.56,2.75
2018,6,24,20,14.44,8.67,0,100.6,3.03
2018,6,24,21,12.9,8.06,0,100.63,3.29
2018,6,24,22,12.02,7.69,0,100.66,3.32
2018,6,24,23,11.21,7.39,0,100.67,3.28
2018,6,25,0,10.4,7.14,0,100.68,3.2
2018,6,25,1,9.62,6.96,0,100.69,3.25
2018,6,25,2,8.98,6.65,0,100.69,3.49
2018,6,25,3,8.54,6.35,0,100.69,3.66
2018,6,25,4,9.5,6.41,0,100.71,3.53
2018,6,25,5,11.37,6.53,0,100.73,3.88
2018,6,25,6,12.79,6.71,0,100.76,3.51
2018,6,25,7,14.71,6.65,0,100.79,3.29
2018,6,25,8,16.6,6.53,0,100.81,3.15
2018,6,25,9,18.23,6.53,0,100.85,2.74
2018,6,25,10,19.56,6.59,0,100.88,2.19
2018,6,25,11,20.6,6.77,0,100.91,1.52
2018,6,25,12,21.31,6.9,0,100.92,0.75
2018,6,25,13,21.59,7.08,0,100.93,0.31
2018,6,25,14,21.31,7.2,0,100.91,1.31
2018,6,25,15,20.55,7.39,0,100.91,2.31
2018,6,25,16,19.35,7.63,0,100.93,3.03
2018,6,25,17,17.83,7.57,0,100.95,3.33
2018,6,25,18,16.29,7.63,0,100.98,3.17
2018,6,25,19,14.81,8.06,0,101.01,3.05
2018,6,25,20,13.28,7.81,0,101.03,2.74
2018,6,25,21,12,7.57,0,101.04,2.29
2018,6,25,22,11.19,7.57,0,101.07,1.86
2018,6,25,23,10.7,7.63,0.01,101.07,1.42
2018,6,26,0,10.55,7.63,0.01,101.06,1.15
2018,6,26,1,10.23,7.57,0.01,101.04,1.01
2018,6,26,2,9.78,7.45,0.01,101.03,0.99
2018,6,26,3,9.39,7.32,0.02,101.02,1
2018,6,26,4,9.85,7.32,0.02,101.01,0.83
2018,6,26,5,10.63,7.39,0.01,101.03,0.57
2018,6,26,6,11.64,7.51,0,101.05,0.56
2018,6,26,7,13.16,7.51,0,101.07,0.52
2018,6,26,8,14.51,7.75,0,101.06,0.38
2018,6,26,9,16.13,7.81,0,101.05,0.18
2018,6,26,10,18.07,7.63,0,101.02,0.28
2018,6,26,11,19.3,7.75,0,101,0.61
2018,6,26,12,20.12,7.87,0,100.98,0.88
2018,6,26,13,20.17,7.87,0,100.96,1.05
2018,6,26,14,19.8,7.87,0,100.95,1.35
2018,6,26,15,19.11,8.06,0,100.94,1.83
2018,6,26,16,18.18,8.3,0,100.96,2.4
2018,6,26,17,17.26,8.61,0,100.99,2.63
2018,6,26,18,16.13,8.61,0,101.02,2.66
2018,6,26,19,14.47,8.73,0,101.05,2.58
2018,6,26,20,12.56,8.54,0.03,101.08,2.16
2018,6,26,21,11.23,8.18,0.02,101.09,1.98
2018,6,26,22,10.7,8,0.02,101.09,1.79
2018,6,26,23,10.37,7.81,0.02,101.09,1.66
2018,6,27,0,10.05,7.69,0.01,101.08,1.7
2018,6,27,1,9.68,7.57,0.01,101.07,1.78
2018,6,27,2,9.38,7.51,0.01,101.06,1.85
2018,6,27,3,9.09,7.39,0.02,101.05,1.87
2018,6,27,4,9.85,7.45,0.03,101.06,1.77
2018,6,27,5,11.01,7.69,0.02,101.07,1.75
2018,6,27,6,12.08,8,0.01,101.09,1.27
2018,6,27,7,13.3,8.3,0.01,101.11,0.92
2018,6,27,8,14.77,8.54,0,101.12,0.65
2018,6,27,9,16.3,8.97,0,101.11,0.48
2018,6,27,10,17.81,9.34,0,101.1,0.64
2018,6,27,11,19.16,9.52,0,101.08,1.05
2018,6,27,12,19.95,9.77,0,101.05,1.43
2018,6,27,13,20.62,10.01,0,101.01,1.57
2018,6,27,14,21.03,10.19,0,100.98,1.59
2018,6,27,15,21.05,10.31,0,100.96,1.67
2018,6,27,16,20.63,10.38,0,100.94,1.96
2018,6,27,17,19.86,10.56,0,100.96,2.32
2018,6,27,18,18.83,10.31,0,100.98,2.6
2018,6,27,19,16.88,10.62,0.01,101.01,2.72
2018,6,27,20,14.75,9.95,0.04,101.04,2.38
2018,6,27,21,13.22,9.28,0.02,101.06,2.01
2018,6,27,22,12.59,9.03,0.02,101.06,1.58
2018,6,27,23,12.48,8.91,0.02,101.06,0.95
2018,6,28,0,12.5,8.73,0.02,101.05,0.37
2018,6,28,1,12.15,8.67,0.01,101.05,0.23
2018,6,28,2,11.93,8.54,0.01,101.04,0.56
2018,6,28,3,11.67,8.48,0.01,101.03,0.83
2018,6,28,4,12.11,8.48,0.01,101.02,1.01
2018,6,28,5,13.48,8.91,0,101.02,1.13
2018,6,28,6,14.59,9.16,0,101.03,1.04
2018,6,28,7,16.3,9.7,0,101.03,0.8
2018,6,28,8,18.39,10.01,0,101.03,0.72
2018,6,28,9,20.61,10.13,0,101.02,0.94
2018,6,28,10,22.63,10.44,0,101,0.94
2018,6,28,11,24.34,10.56,0,100.96,0.9
2018,6,28,12,25.42,10.62,0,100.93,1
2018,6,28,13,25.65,10.8,0,100.9,1.36
2018,6,28,14,25.56,10.93,0,100.89,1.81
2018,6,28,15,25.03,10.8,0,100.87,2.41
2018,6,28,16,23.8,10.8,0,100.87,3.01
2018,6,28,17,22.3,10.74,0,100.88,3.48
2018,6,28,18,20.38,10.62,0,100.9,3.75
2018,6,28,19,18.17,10.74,0,100.94,3.61
2018,6,28,20,16.15,10.19,0,100.99,3.21
2018,6,28,21,14.67,9.58,0,101.03,3.14
2018,6,28,22,13.8,9.28,0.01,101.05,3.04
2018,6,28,23,13.17,9.03,0.01,101.05,2.89
2018,6,29,0,12.6,8.85,0.01,101.04,2.67
2018,6,29,1,12.12,8.73,0.01,101.03,2.51
2018,6,29,2,11.74,8.54,0.01,101,2.49
2018,6,29,3,11.42,8.36,0.02,100.99,2.69
2018,6,29,4,12.06,8.36,0.01,100.98,3.34
2018,6,29,5,12.66,8.3,0,100.99,3.69
2018,6,29,6,13.35,8.36,0,101,3.55
2018,6,29,7,14.21,8.48,0,101.01,3.35
2018,6,29,8,14.94,8.73,0,101.01,3.17
2018,6,29,9,15.62,8.91,0,101,3.02
2018,6,29,10,16.19,9.16,0,100.96,2.83
2018,6,29,11,16.62,9.4,0,100.92,2.74
2018,6,29,12,16.98,9.52,0,100.87,2.75
2018,6,29,13,17.17,9.52,0,100.84,2.84
2018,6,29,14,17.14,9.46,0,100.8,2.96
2018,6,29,15,16.89,9.4,0,100.78,3.05
2018,6,29,16,16.45,9.22,0,100.76,3.05
2018,6,29,17,15.78,8.97,0,100.73,2.96
2018,6,29,18,14.87,8.67,0,100.72,2.83
2018,6,29,19,13.62,8.3,0,100.71,2.69
2018,6,29,20,12.02,8.06,0.01,100.72,2.16
2018,6,29,21,10.83,7.75,0.02,100.72,1.88
2018,6,29,22,10.33,7.57,0.02,100.71,1.71
2018,6,29,23,10,7.45,0.01,100.69,1.63
2018,6,30,0,9.61,7.26,0.01,100.68,1.57
2018,6,30,1,9.28,7.2,0.01,100.65,1.62
2018,6,30,2,9.06,7.08,0.02,100.63,1.7
2018,6,30,3,8.87,7.02,0.02,100.6,1.76
2018,6,30,4,9.48,7.08,0.01,100.57,1.85
2018,6,30,5,10.64,7.14,0.01,100.55,2.16
2018,6,30,6,11.59,7.02,0,100.55,2.12
2018,6,30,7,12.63,7.14,0,100.54,2.2
2018,6,30,8,13.74,7.08,0,100.51,2.33
2018,6,30,9,14.61,7.26,0,100.49,2.51
2018,6,30,10,15.39,7.63,0,100.45,2.7
2018,6,30,11,16.02,7.87,0,100.4,3
2018,6,30,12,16.46,8.18,0,100.36,3.32
2018,6,30,13,16.82,8.12,0,100.32,3.63
2018,6,30,14,16.9,8.06,0,100.28,3.91
2018,6,30,15,16.76,8.12,0,100.25,4.12
2018,6,30,16,16.42,8.06,0,100.21,4.26
2018,6,30,17,15.83,8,0,100.19,4.26
2018,6,30,18,14.96,8.06,0,100.18,4.07
2018,6,30,19,13.83,8.24,0,100.18,3.48
2018,6,30,20,12.2,8.3,0,100.2,2.59
2018,6,30,21,11.08,8.36,0.01,100.21,2.55
2018,6,30,22,10.78,8.42,0.02,100.2,2.53
2018,6,30,23,10.65,8.42,0.02,100.19,2.56
2018,7,1,0,10.6,8.48,0.02,100.18,2.64
2018,7,1,1,10.43,8.42,0.03,100.17,2.8
2018,7,1,2,10.19,8.36,0.03,100.17,2.96
2018,7,1,3,9.9,8.24,0.03,100.19,3.04
2018,7,1,4,10.83,8.36,0.03,100.2,2.8
2018,7,1,5,12.64,8.67,0.01,100.24,3.32
2018,7,1,6,13.57,8.54,0,100.24,3.3
2018,7,1,7,14.62,8.24,0,100.24,3.09
2018,7,1,8,15.71,8,0,100.22,2.93
2018,7,1,9,16.72,8,0,100.21,2.99
2018,7,1,10,17.62,8.18,0,100.2,3.11
2018,7,1,11,18.42,8.48,0,100.19,3.19
2018,7,1,12,19.08,8.73,0,100.17,3.17
2018,7,1,13,19.6,8.91,0,100.15,3.12
2018,7,1,14,19.9,9.03,0,100.12,3.01
2018,7,1,15,19.99,9.09,0,100.1,2.85
2018,7,1,16,19.85,9.09,0,100.09,2.63
2018,7,1,17,19.34,9.16,0,100.11,2.51
2018,7,1,18,18.32,9.4,0,100.13,2.58
2018,7,1,19,16.67,9.77,0,100.18,2.54
2018,7,1,20,14.37,9.4,0,100.25,2.16
2018,7,1,21,12.88,9.03,0.02,100.3,2
2018,7,1,22,12.4,8.91,0.01,100.34,2.38
2018,7,1,23,12.24,8.85,0,100.37,3.51
2018,7,2,0,12.1,8.61,0,100.4,4.66
2018,7,2,1,11.65,8.18,0,100.44,4.96
2018,7,2,2,11.19,7.87,0,100.46,5.08
2018,7,2,3,10.88,7.57,0,100.48,5.03
2018,7,2,4,11.03,7.45,0,100.5,5.2
